Sample.ID,latitude_north,longitude_east,site,crop
S_1604,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1605,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1606,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1607,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1608,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1609,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1610,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1611,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1612,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1613,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1614,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1615,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1616,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1617,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1618,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1619,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1620,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1621,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1622,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1623,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1624,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1625,34.29.58,135.47.06,NA,Tomato
S_1626,34.29.58,135.47.06,NA,Tomato
S_1627,34.29.58,135.47.06,NA,Tomato
S_1628,34.29.58,135.47.06,NA,Tomato
S_1629,34.29.58,135.47.06,NA,Tomato
S_1630,34.29.58,135.47.06,NA,Tomato
S_1631,34.29.58,135.47.06,NA,Tomato
S_1632,34.29.58,135.47.06,NA,Tomato
S_1633,34.29.58,135.47.06,NA,Tomato
S_1634,34.29.58,135.47.06,NA,Tomato
S_1635,34.29.58,135.47.06,NA,Tomato
S_1636,34.29.58,135.47.06,NA,Tomato
S_1637,34.29.58,135.47.06,NA,Tomato
S_1638,34.29.58,135.47.06,NA,Tomato
S_1639,34.29.58,135.47.06,NA,Tomato
S_1640,34.29.58,135.47.06,NA,Tomato
S_1641,34.29.58,135.47.06,NA,Tomato
S_1642,34.29.58,135.47.06,NA,Tomato
S_1643,34.29.58,135.47.06,NA,Tomato
S_1644,34.29.58,135.47.06,NA,Tomato
S_1645,34.29.58,135.47.06,NA,Tomato
S_1646,34.29.58,135.47.06,NA,Tomato
S_1647,34.29.58,135.47.06,NA,Tomato
S_1648,34.29.58,135.47.06,NA,Tomato
S_1649,34.29.58,135.47.06,NA,Tomato
S_1650,34.29.58,135.47.06,NA,Tomato
S_1651,34.29.58,135.47.06,NA,Tomato
S_1652,34.29.58,135.47.06,NA,Tomato
S_1653,34.29.58,135.47.06,NA,Tomato
S_1654,34.29.58,135.47.06,NA,Tomato
S_1655,34.29.58,135.47.06,NA,Tomato
S_1656,34.29.58,135.47.06,NA,Tomato
S_1657,34.29.58,135.47.06,NA,Tomato
S_1658,34.29.58,135.47.06,NA,Tomato
S_1659,34.29.58,135.47.06,NA,Tomato
S_1660,34.29.58,135.47.06,NA,Tomato
S_1661,34.29.58,135.47.06,NA,Tomato
S_1662,34.29.58,135.47.06,NA,Tomato
S_1663,34.29.58,135.47.06,NA,Tomato
S_1664,34.29.58,135.47.06,NA,Tomato
S_1665,34.29.58,135.47.06,NA,Tomato
S_1666,34.29.58,135.47.06,NA,Tomato
S_1667,34.29.58,135.47.06,NA,Tomato
S_1668,34.29.58,135.47.06,NA,Tomato
S_1669,34.29.58,135.47.06,NA,Tomato
S_1670,34.29.58,135.47.06,NA,Tomato
S_1671,34.29.58,135.47.06,NA,Tomato
S_1672,34.29.58,135.47.06,NA,Tomato
S_1673,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1674,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1675,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1676,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1677,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1678,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1679,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1680,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1681,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1682,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1683,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1684,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1685,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1686,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1687,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1688,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1689,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1691,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1692,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1693,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1694,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1695,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1696,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1697,34.55.08,134.53.42,NA,Tomato
S_1698,34.55.08,134.53.42,NA,Tomato
S_1699,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1700,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1701,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1702,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1703,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1704,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1705,34.55.08,134.53.42,NA,Tomato
S_1706,34.55.08,134.53.42,NA,Tomato
S_1707,34.55.08,134.53.42,NA,Tomato
S_1708,34.55.08,134.53.42,NA,Tomato
S_1709,34.55.08,134.53.42,NA,Tomato
S_1710,34.55.08,134.53.42,NA,Tomato
S_1711,34.55.08,134.53.42,NA,Tomato
S_1712,34.55.08,134.53.42,NA,Tomato
S_1713,34.55.08,134.53.42,NA,Tomato
S_1714,34.55.08,134.53.42,NA,Tomato
S_1715,34.55.08,134.53.42,NA,Tomato
S_1716,34.55.08,134.53.42,NA,Tomato
S_1717,34.55.08,134.53.42,NA,Tomato
S_1718,34.55.08,134.53.42,NA,Tomato
S_1719,34.55.08,134.53.42,NA,Tomato
S_1720,34.55.08,134.53.42,NA,Tomato
S_1721,34.55.08,134.53.42,NA,Tomato
S_1722,34.55.08,134.53.42,NA,Tomato
S_1723,34.55.08,134.53.42,NA,Tomato
S_1724,34.55.08,134.53.42,NA,Tomato
S_1725,34.55.08,134.53.42,NA,Tomato
S_1726,34.55.08,134.53.42,NA,Tomato
S_1727,34.55.08,134.53.42,NA,Tomato
S_1728,34.55.08,134.53.42,NA,Tomato
S_1729,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1730,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1731,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1732,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1733,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1734,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1735,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1736,34.55.08,134.53.42,NA,Tomato
S_1737,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1738,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1739,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1740,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1741,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1742,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1743,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1744,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1745,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1746,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1747,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1748,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1749,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1750,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1751,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1752,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1753,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1754,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1755,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1756,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1757,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1758,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1759,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1760,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1761,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1762,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1763,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1764,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1765,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1766,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1767,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1768,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1769,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1770,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1771,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1772,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1773,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1774,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1775,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1776,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1777,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1778,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1779,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1780,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1781,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1782,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1783,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1784,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1785,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1786,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1787,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1788,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1789,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1790,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1791,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1792,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1793,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1794,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1795,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1796,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1797,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1798,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1799,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1800,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1801,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1802,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1803,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1804,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1805,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1806,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1807,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1808,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1809,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1810,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1811,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1812,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1813,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1814,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1815,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1816,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1817,40.38.08,140.22.04,Hirosaki_1,Apple
S_1818,40.38.08,140.22.04,Hirosaki_1,Apple
S_1819,40.38.08,140.22.04,Hirosaki_1,Apple
S_1820,40.38.08,140.22.04,Hirosaki_1,Apple
S_1821,40.38.08,140.22.04,Hirosaki_1,Tomato
S_1822,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1823,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1824,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1825,40.38.05,140.21.53,Hirosaki_2,Apple
S_1826,40.38.05,140.21.53,Hirosaki_2,Apple
S_1827,40.38.05,140.21.53,Hirosaki_2,Apple
S_1828,40.38.05,140.21.53,Hirosaki_2,Apple
S_1829,40.38.08,140.22.04,Hirosaki_1,Apple
S_1830,40.38.08,140.22.04,Hirosaki_1,Apple
S_1831,40.38.08,140.22.04,Hirosaki_1,Apple
S_1832,40.38.08,140.22.04,Hirosaki_1,Apple
S_1833,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1834,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1835,36.05.04,139.38.24,Rokumanbu_kuki-city__,Apple
S_1836,40.38.05,140.21.53,Hirosaki_2,Apple
S_1837,40.38.05,140.21.53,Hirosaki_2,Apple
S_1838,40.38.05,140.21.53,Hirosaki_2,Apple
S_1839,40.38.05,140.21.53,Hirosaki_2,Apple
S_1840,40.38.05,140.21.53,Hirosaki_2,Apple
S_1841,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1842,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1843,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1844,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1845,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1846,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1847,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1848,34.55.08,134.53.42,"Kasaki, Hyogo",Eggplant
S_1849,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1850,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1851,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1852,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1853,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1854,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1855,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1856,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1857,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1858,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1859,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1860,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1861,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1862,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1863,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1864,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1865,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1866,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1867,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1868,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1869,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1870,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1871,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1872,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1873,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1874,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1875,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1876,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1877,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1878,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1879,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1880,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1881,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1882,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1883,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1884,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1885,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1886,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1887,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1888,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1889,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1890,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1891,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1892,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1893,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1894,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1895,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1896,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1897,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1898,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1899,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1900,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1901,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1902,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1903,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1904,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1905,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1906,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1907,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1908,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1909,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1910,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1911,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1912,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1913,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1914,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1915,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1916,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1917,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1918,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1919,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1920,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1921,34.55.08,134.53.42,NA,Tomato
S_1922,34.55.08,134.53.42,NA,Tomato
S_1923,34.55.08,134.53.42,NA,Tomato
S_1924,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1925,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1926,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1927,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1928,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1929,34.55.08,134.53.42,NA,Tomato
S_1930,34.55.08,134.53.42,NA,Tomato
S_1931,34.55.08,134.53.42,NA,Tomato
S_1932,34.55.08,134.53.42,NA,Tomato
S_1933,34.55.08,134.53.42,NA,Tomato
S_1934,34.55.08,134.53.42,NA,Tomato
S_1935,34.55.08,134.53.42,NA,Tomato
S_1936,34.55.08,134.53.42,NA,Tomato
S_1937,34.55.08,134.53.42,NA,Tomato
S_1938,34.55.08,134.53.42,NA,Tomato
S_1939,34.55.08,134.53.42,NA,Tomato
S_1940,34.55.08,134.53.42,NA,Tomato
S_1941,34.55.08,134.53.42,NA,Tomato
S_1942,34.55.08,134.53.42,NA,Tomato
S_1943,34.55.08,134.53.42,NA,Tomato
S_1944,34.55.08,134.53.42,NA,Tomato
S_1945,34.55.08,134.53.42,NA,Tomato
S_1946,34.55.08,134.53.42,NA,Tomato
S_1947,34.55.08,134.53.42,NA,Tomato
S_1948,34.55.08,134.53.42,NA,Tomato
S_1949,34.55.08,134.53.42,NA,Tomato
S_1950,34.55.08,134.53.42,NA,Tomato
S_1951,34.55.08,134.53.42,NA,Tomato
S_1952,34.55.08,134.53.42,NA,Tomato
S_1953,34.55.08,134.53.42,NA,Tomato
S_1954,34.55.08,134.53.42,NA,Tomato
S_1955,34.55.08,134.53.42,NA,Tomato
S_1956,34.55.08,134.53.42,NA,Tomato
S_1957,34.55.08,134.53.42,NA,Tomato
S_1958,34.55.08,134.53.42,NA,Tomato
S_1959,34.55.08,134.53.42,NA,Tomato
S_1960,34.55.08,134.53.42,NA,Tomato
S_1961,34.55.08,134.53.42,NA,Tomato
S_1962,34.55.08,134.53.42,NA,Tomato
S_1963,34.55.08,134.53.42,NA,Tomato
S_1964,34.55.08,134.53.42,NA,Tomato
S_1965,34.55.08,134.53.42,NA,Tomato
S_1966,34.55.08,134.53.42,NA,Tomato
S_1967,34.55.08,134.53.42,NA,Tomato
S_1968,34.55.08,134.53.42,NA,Tomato
S_1969,34.55.08,134.53.42,NA,Tomato
S_1970,34.55.08,134.53.42,NA,Tomato
S_1971,34.55.08,134.53.42,NA,Tomato
S_1972,34.55.08,134.53.42,NA,Tomato
S_1973,34.55.08,134.53.42,NA,Tomato
S_1974,34.55.08,134.53.42,NA,Tomato
S_1975,34.55.08,134.53.42,NA,Tomato
S_1976,34.55.08,134.53.42,NA,Tomato
S_1977,34.55.08,134.53.42,NA,Tomato
S_1978,34.55.08,134.53.42,NA,Tomato
S_1979,34.55.08,134.53.42,NA,Tomato
S_1980,34.55.08,134.53.42,NA,Tomato
S_1981,34.55.08,134.53.42,NA,Tomato
S_1982,34.55.08,134.53.42,NA,Tomato
S_1983,34.55.08,134.53.42,NA,Tomato
S_1984,34.55.08,134.53.42,NA,Tomato
S_1985,34.55.08,134.53.42,NA,Tomato
S_1986,34.55.08,134.53.42,NA,Tomato
S_1987,34.55.08,134.53.42,NA,Tomato
S_1988,34.55.08,134.53.42,NA,Tomato
S_1989,34.55.08,134.53.42,NA,Tomato
S_1990,34.55.08,134.53.42,NA,Tomato
S_1991,34.55.08,134.53.42,NA,Tomato
S_1992,34.55.08,134.53.42,NA,Tomato
S_1993,34.55.08,134.53.42,NA,Tomato
S_1994,34.55.08,134.53.42,NA,Tomato
S_1995,34.55.08,134.53.42,NA,Tomato
S_1996,34.55.08,134.53.42,NA,Tomato
S_1997,34.55.08,134.53.42,NA,Tomato
S_1998,34.55.08,134.53.42,NA,Tomato
S_1999,34.55.08,134.53.42,NA,Tomato
S_2000,34.55.08,134.53.42,NA,Tomato
S_2001,34.55.08,134.53.42,NA,Tomato
S_2002,34.55.08,134.53.42,NA,Tomato
S_2003,34.55.08,134.53.42,NA,Tomato
S_2004,34.55.08,134.53.42,NA,Tomato
S_2005,34.55.08,134.53.42,NA,Tomato
S_2006,34.55.08,134.53.42,NA,Tomato
S_2007,34.55.08,134.53.42,NA,Tomato
S_2008,34.55.08,134.53.42,NA,Tomato
S_2009,36.05.04,139.38.24,Rokumanbu_kuki-city__,Tomato
S_2010,34.55.08,134.53.42,NA,Tomato
S_2011,34.55.08,134.53.42,NA,Tomato
S_2012,34.55.08,134.53.42,NA,Tomato
S_2013,34.55.08,134.53.42,NA,Tomato
S_2014,34.55.08,134.53.42,NA,Tomato
S_2015,34.55.08,134.53.42,NA,Tomato
S_2016,34.55.08,134.53.42,NA,Tomato
S_2017,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_2018,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_2019,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_2020,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_2021,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_2022,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_2023,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_2024,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_2025,34.26.24,134.51.47,NA,Tomato
S_2026,34.28.18,134.52.18,NA,Tomato
S_2027,34.29.34,134.52.09,NA,Tomato
S_2028,34.29.25,134.52.15,NA,Tomato
S_2029,34.29.22,134.52.12,NA,Tomato
S_2030,34.29.26,134.52.23,NA,Tomato
S_2031,34.27.26,134.52.51,NA,Eggplant
S_2032,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_2033,34.16.36,134.46.47,NA,Onion
S_2034,34.18.12,134.45.9,NA,Onion
S_2035,34.18.47,134.44.17,NA,Onion
S_2036,34.18.55,134.44.29,NA,Onion
S_2037,34.17.0,134.45.30,NA,Tomato
S_2038,34.55.08,134.53.43,NA,Tomato
S_2039,34.29.44,134.51.47,NA,Tomato
S_2040,34.29.35,134.51.52,NA,Tomato
S_2041,34.14.20,134.44.35,NA,Onion
S_2042,34.12.45,134.44.8,NA,Onion
S_2043,34.15.8,134.46.11,NA,Onion
S_2044,34.17.10,134.47.2,NA,Onion
S_2045,34.19.15,134.47.24,NA,Onion
S_2046,34.19.43,134.45.27,NA,Onion
S_2047,34.18.51,134.46.38,NA,Onion
S_2048,34.17.33,134.46.27,NA,Onion
S_2049,34.18.19,134.45.10,NA,Lettuce
